domain,agency,result,robots_txt,plain_fetch_status,plain_fetch_host,block_style,headless_browser,lighthouse,platform,server_header,cloudflare,last_audit
sjcounty.net,"San Juan County, NM",blocks basic request and headless browser,allowed,403,bare,denied-403,blocked (403),ok,Granicus govAccess (Akamai),AkamaiGHost,,2026-08-24
dolocnty.colorado.gov,"Dolores County, CO",blocks basic request and headless browser,allowed,403,bare,denied-403,blocked (403),ok,Colorado state platform (CloudFront),CloudFront,,2026-08-24
sanjuancounty.colorado.gov,"San Juan County, CO",blocks basic request and headless browser,allowed,403,bare,denied-403,blocked (403),ok,Colorado state platform (CloudFront),CloudFront,,2026-08-24
sanjuancountyut.gov,"San Juan County, UT",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
centrecountypa.gov,"Centre County, PA",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-18
clintoncountypa.gov,"Clinton County, PA",blocks basic request and headless browser,allowed,403,bare,denied-403,blocked (403),ok,Granicus govAccess (Akamai),AkamaiGHost,,2026-08-24
unioncountypa.org,"Union County, PA",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
clearfieldcountypa.gov,"Clearfield County, PA",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
blaircountypa.gov,"Blair County, PA",open,allowed,200,www,,ok or not needed,ok,,Microsoft-IIS,,2026-09-09
huntingdoncountypa.gov,"Huntingdon County, PA",open,allowed,200,www,,ok or not needed,ok,,Microsoft-IIS,,2026-09-09
mifflincountypa.gov,"Mifflin County, PA",open,allowed,200,bare-http,,ok or not needed,failed,,Microsoft-IIS,,2026-09-09
cambriacountypa.gov,"Cambria County, PA",blocks basic request,allowed,403,bare,denied-403,ok or not needed,ok,Cloudflare (other sites),cloudflare,yes,2026-08-19
cameroncountypa.com,"Cameron County, PA",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
countyofelkpa.gov,"Elk County, PA",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-19
snydercounty.org,"Snyder County, PA",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-09-12
juniatacountypa.gov,"Juniata County, PA",open,allowed,200,www,,ok or not needed,ok,,cloudflare,yes,2026-09-09
tiogacountypa.us,"Tioga County, PA",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-19
co.forest.pa.us,"Forest County, PA",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-16
venangocountypa.gov,"Venango County, PA",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-17
crawfordcountypa.net,"Crawford County, PA",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
eriecountypa.gov,"Erie County, PA",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-18
mercercountypa.gov,"Mercer County, PA",open,allowed,200,www,,ok or not needed,ok,,Microsoft-IIS,,2026-09-09
jeffersoncountypa.gov,"Jefferson County, PA",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-18
co.clarion.pa.us,"Clarion County, PA",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
indianacountypa.gov,"Indiana County, PA",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
lawrencecountypa.gov,"Lawrence County, PA",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-18
screvencountyboc.com,"Screven County, GA",open,allowed,200,bare,,ok or not needed,ok,,Squarespace,,2026-08-18
gunnisoncounty.org,"Gunnison County, CO",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
chaffeecounty.org,"Chaffee County, CO",blocks basic request and headless browser,allowed,403,bare,cloudflare-challenge,blocked (403),ok,Cloudflare (other sites),cloudflare,yes,2026-08-18
pitkincounty.com,"Pitkin County, CO",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
burkecounty-ga.gov,"Burke County, GA",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
washcopa.gov,"Washington County, PA",open,allowed,200,www,,ok or not needed,ok,,Vercel,,2026-09-09
westmorelandcountypa.gov,"Westmoreland County, PA",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
fayettecountypa.org,"Fayette County, PA",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
greenecountypa.gov,"Greene County, PA",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-19
co.somerset.pa.us,"Somerset County, PA",robots.txt exclusion,disallowed,200,www,,error,ok,,Microsoft-IIS,,2026-09-09
bedfordcountypa.org,"Bedford County, PA",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
co.fulton.pa.us,"Fulton County, PA",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-19
charltoncountyga.us,"Charlton County, GA",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-18
chathamcountyga.gov,"Chatham County, GA",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
camdencountyga.gov,"Camden County, GA",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-19
franklincountypa.gov,"Franklin County, PA",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
perryco.org,"Perry County, PA",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
adamscountypa.gov,"Adams County, PA",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-18
yorkcountypa.gov,"York County, PA",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-19
northumberlandcountypa.gov,"Northumberland County, PA",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
montourcounty.gov,"Montour County, PA",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-19
kiowacounty.colorado.gov,"Kiowa County, CO",blocks basic request and headless browser,allowed,403,bare,denied-403,blocked (403),ok,Colorado state platform (CloudFront),CloudFront,,2026-08-24
dauphincounty.gov,"Dauphin County, PA",open,allowed,200,www,,ok or not needed,ok,,Microsoft-IIS,,2026-08-18
lebanoncountypa.gov,"Lebanon County, PA",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-18
co.lancaster.pa.us,"Lancaster County, PA",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
columbiapa.org,"Columbia County, PA",open,allowed,200,bare-http,,ok or not needed,ok,,Apache,,2026-09-09
schuylkillcountypa.gov,"Schuylkill County, PA",robots.txt exclusion,disallowed,200,bare,,ok or not needed,none,,,,2026-07-19
luzernecounty.org,"Luzerne County, PA",robots.txt exclusion,disallowed,504,bare,,ok or not needed,none,,openresty,,2026-07-19
wyomingcountypa.gov,"Wyoming County, PA",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-18
susqco.com,"Susquehanna County, PA",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-18
lackawannacounty.org,"Lackawanna County, PA",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
waynecountypa.gov,"Wayne County, PA",open,allowed,200,bare,,ok or not needed,failed,,,,2026-09-12
pikepa.org,"Pike County, PA",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
monroecountypa.gov,"Monroe County, PA",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-18
norcopa.gov,"Northampton County, PA",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-09-09
chesco.org,"Chester County, PA",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-17
berkspa.gov,"Berks County, PA",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-18
lehighcounty.org,"Lehigh County, PA",broken or unreachable,allowed,error,bare,,ok or not needed,ok,,,,2026-08-18
buckscounty.gov,"Bucks County, PA",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
montgomerycountypa.gov,"Montgomery County, PA",open,allowed,200,bare,,ok or not needed,ok,,,,2026-09-11
phila.gov,"Philadelphia County, PA",open,allowed,200,bare,,ok or not needed,ok,,AmazonS3,,2026-08-18
delcopa.gov,"Delaware County, PA",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
beaverheadcountymt.gov,"Beaverhead County, MT",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-18
augustaga.gov,"Richmond County, GA",open,allowed,200,www,,ok or not needed,ok,,cloudflare,yes,2026-08-26
warecountyga.gov,"Ware County, GA",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-09-13
costillacounty.gov,"Costilla County, CO",blocks basic request and headless browser,allowed,403,bare,cloudflare-challenge,blocked (403),ok,Cloudflare (other sites),cloudflare,yes,2026-08-24
co.colfax.nm.us,"Colfax County, NM",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
taoscounty.org,"Taos County, NM",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
parkcountyco.gov,"Park County, CO",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
summitcountyco.gov,"Summit County, CO",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-19
clearcreekcounty.us,"Clear Creek County, CO",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-19
hinsdalecounty.colorado.gov,"Hinsdale County, CO",blocks basic request and headless browser,allowed,403,bare,denied-403,blocked (403),ok,Colorado state platform (CloudFront),CloudFront,,2026-08-24
mineralcountycolorado.com,"Mineral County, CO",blocks basic request and headless browser,allowed,403,bare,cloudflare-challenge,blocked (403),ok,Cloudflare (other sites),cloudflare,yes,2026-08-24
waynecountyutah.gov,"Wayne County, UT",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-09-09
grandcountyutah.net,"Grand County, UT",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
columbiacountyga.gov,"Columbia County, GA",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
lincolncountyga.com,"Lincoln County, GA",robots.txt exclusion,disallowed,200,bare,,ok or not needed,none,,cloudflare,yes,2026-07-19
elbertga.us,"Elbert County, GA",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-18
hartcountyga.gov,"Hart County, GA",blocks basic request and headless browser,allowed,403,bare,denied-403,blocked (403),ok,Other,,,2026-08-24
co.cheshire.nh.us,"Cheshire County, NH",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-09-11
franklincountyga.gov,"Franklin County, GA",open,allowed,200,www,,ok or not needed,ok,,cloudflare,yes,2026-09-09
stephenscountyga.gov,"Stephens County, GA",blocks basic request,allowed,403,bare,denied-403,ok or not needed,ok,Unknown platform on Google Cloud,nginx,,2026-08-18
habershamga.com,"Habersham County, GA",open,allowed,200,www,,ok or not needed,ok,,,,2026-09-01
rabuncounty.ga.gov,"Rabun County, GA",blocks basic request and headless browser,allowed,403,bare,cloudflare-challenge,blocked (403),ok,Cloudflare (other sites),cloudflare,yes,2026-08-24
townscountyga.org,"Towns County, GA",open,allowed,200,bare-http,,ok or not needed,ok,,DPS,,2026-09-09
unioncountyga.gov,"Union County, GA",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
fannincountyga.com,"Fannin County, GA",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
dadecounty-ga.gov,"Dade County, GA",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
murraycountyga.org,"Murray County, GA",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
whitfieldcountyga.com,"Whitfield County, GA",open,allowed,200,bare,,ok or not needed,ok,,,,2026-09-11
florencecountywi.com,"Florence County, WI",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
leecountyil.com,"Lee County, IL",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-19
rockislandcountyil.gov,"Rock Island County, IL",open,allowed,200,bare,,ok or not needed,ok,,,,2026-09-13
oglecountyil.gov,"Ogle County, IL",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
lakecountyil.gov,"Lake County, IL",blocks basic request,allowed,403,bare,cloudflare-challenge,ok or not needed,ok,Cloudflare (other sites),cloudflare,yes,2026-08-18
catoosa.com,"Catoosa County, GA",blocks basic request and headless browser,allowed,403,bare,denied-403,blocked (403),ok,Granicus govAccess (Akamai),AkamaiGHost,,2026-08-24
walkercountyga.gov,"Walker County, GA",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-19
co.mineral.mt.us,"Mineral County, MT",open,allowed,200,bare,,ok or not needed,ok,,Flywheel,,2026-09-11
pendletoncounty.ky.gov,"Pendleton County, KY",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
brackencounty.ky.gov,"Bracken County, KY",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
baycountymi.gov,"Bay County, MI",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
tuscolacounty.org,"Tuscola County, MI",open,allowed,200,bare,,ok or not needed,ok,,Sucuri,,2026-08-18
arenaccountymi.gov,"Arenac County, MI",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
co.huron.mi.us,"Huron County, MI",open,allowed,200,bare,,ok or not needed,ok,,Pepyaka,,2026-08-18
stclaircounty.org,"Saint Clair County, MI",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-09-13
gladwincounty-mi.gov,"Gladwin County, MI",blocks basic request,allowed,403,bare,denied-403,ok or not needed,ok,Unknown platform on Google Cloud,nginx,,2026-08-24
sanilaccounty.gov,"Sanilac County, MI",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-19
shiawassee.net,"Shiawassee County, MI",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-09-11
saginawcountymi.gov,"Saginaw County, MI",open,allowed,200,www,,ok or not needed,ok,,cloudflare,yes,2026-09-09
stantoncounty.nebraska.gov,"Stanton County, NE",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-19
madisoncountyne.gov,"Madison County, NE",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
piercecountyne.gov,"Pierce County, NE",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
waynecountyne.gov,"Wayne County, NE",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
iosco.net,"Iosco County, MI",blocks basic request,allowed,403,bare,denied-403,ok or not needed,ok,Unknown platform on Google Cloud,nginx,,2026-08-19
ingham.org,"Ingham County, MI",robots.txt exclusion,disallowed,200,bare,,ok or not needed,none,,cloudflare,yes,2026-07-19
mijackson.org,"Jackson County, MI",open,allowed,200,bare,,ok or not needed,ok,,,,2026-09-09
ashlandcountyoh.us,"Ashland County, OH",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
harrisoncountyohio.gov,"Harrison County, OH",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
carrollcountyohio.us,"Carroll County, OH",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-19
co.holmes.oh.us,"Holmes County, OH",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-19
auglaizecounty.org,"Auglaize County, OH",broken or unreachable,allowed,error,bare,,ok or not needed,failed,,,,2026-08-19
co.hancock.oh.us,"Hancock County, OH",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
columbianacounty.org,"Columbiana County, OH",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-18
huroncounty-oh.gov,"Huron County, OH",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
adamscountyoh.gov,"Adams County, OH",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-18
geauga.oh.gov,"Geauga County, OH",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-09-12
henrycountyohio.gov,"Henry County, OH",open,allowed,200,www,,ok or not needed,ok,,,,2026-09-09
mydarkecounty.com,"Darke County, OH",open,allowed,200,bare,,ok or not needed,ok,,Pepyaka,,2026-08-18
prebco.org,"Preble County, OH",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
allencountyohio.com,"Allen County, OH",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
jeffersoncountyoh.com,"Jefferson County, OH",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
crawford-co.org,"Crawford County, OH",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-19
fultoncountyoh.com,"Fulton County, OH",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
belmontcountycommissioners.com,"Belmont County, OH",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-09-12
defiance-county.com,"Defiance County, OH",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
jacksoncountyohio.us,"Jackson County, OH",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
hardincountyohio.gov,"Hardin County, OH",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-09-09
galliacountyoh.gov,"Gallia County, OH",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-09-09
co.athensoh.org,"Athens County, OH",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
guernseycounty.org,"Guernsey County, OH",blocks basic request,allowed,403,bare,denied-403,ok or not needed,ok,Unknown platform on Google Cloud,nginx,,2026-08-18
lawrencecounty.org,"Lawrence County, OH",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-19
williamscountyoh.gov,"Williams County, OH",open,allowed,200,www,,ok or not needed,ok,,Microsoft-IIS,,2026-09-11
portagecounty-oh.gov,"Portage County, OH",blocks basic request,allowed,403,www,cloudflare-challenge,error,ok,CivicPlus (Cloudflare),cloudflare,yes,2026-08-18
washingtongov.org,"Washington County, OH",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-18
mercercountyoh.gov,"Mercer County, OH",open,allowed,200,www,,ok or not needed,ok,,cloudflare,yes,2026-09-11
sciotocountyoh.com,"Scioto County, OH",open,allowed,200,bare,,ok or not needed,ok,,Pepyaka,,2026-08-18
co.shelby.oh.us,"Shelby County, OH",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
monroecountyohio.net,"Monroe County, OH",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
medinaco.org,"Medina County, OH",blocks basic request,allowed,403,bare,denied-403,ok or not needed,ok,Unknown platform on Google Cloud,nginx,,2026-08-19
vanwertcountyohio.gov,"Van Wert County, OH",open,allowed,200,www,,ok or not needed,ok,,,,2026-09-09
co.wyandot.oh.us,"Wyandot County, OH",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
senecacountyohio.gov,"Seneca County, OH",broken or unreachable,allowed,500,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
starkcountyohio.gov,"Stark County, OH",robots.txt exclusion,disallowed,200,bare,,ok or not needed,none,,cloudflare,yes,2026-07-18
co.trumbull.oh.us,"Trumbull County, OH",open,allowed,200,www,,ok or not needed,ok,,,,2026-09-09
noblecountyohio.gov,"Noble County, OH",open,allowed,200,bare,,ok or not needed,ok,,Sucuri,,2026-08-18
putnamcountyohio.gov,"Putnam County, OH",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-19
morgancounty-oh.gov,"Morgan County, OH",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
sanduskycountyoh.gov,"Sandusky County, OH",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-09-13
wayneohio.org,"Wayne County, OH",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-18
co.tuscarawas.oh.us,"Tuscarawas County, OH",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
miamicountyohio.gov,"Miami County, OH",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-18
pikecountyohcommissioners.gov,"Pike County, OH",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-18
